Cast Vote Record	Precinct	Payson City Council 1st Choice Payson City Council	Payson City Council 2nd Choice Payson City Council	Payson City Council 3rd Choice Payson City Council	Payson City Council 4th Choice Payson City Council	Payson City Council 5th Choice Payson City Council
61533	PA01	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
61534	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	undervote
61535	PA02	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
61536	PA04	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
61537	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61538	PA04	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM
61539	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
61540	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
61541	PA05	DOUG WELTON	DOUG WELTON	DOUG WELTON	DOUG WELTON	DOUG WELTON
61542	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
61543	PA08	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
61544	PA07	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61545	PA07	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61546	PA03	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
61547	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61548	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61549	PA03	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
61550	PA01	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
61551	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	undervote	undervote
61552	PA08	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote
61553	PA08	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61554	PA08	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61555	PA08	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON
61556	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61557	PA05	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
61558	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	undervote	undervote
61559	PA01	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote
61560	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
61561	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	undervote	undervote
61562	PA04	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
61563	PA07	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON
61564	PA07	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
61565	PA05	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61566	PA05	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
61567	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
61568	PA07	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
61569	PA07	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61570	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61571	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
61572	PA07	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET
61573	PA07	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
61574	PA07	DOUG WELTON	undervote	undervote	undervote	undervote
61575	PA07	DOUG WELTON	LINDA CARTER	undervote	undervote	undervote
61576	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61577	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
61578	PA04	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61579	PA04	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61580	PA01	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	undervote	undervote
61581	PA07	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
61582	PA01	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	undervote	undervote
61583	PA01	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
61584	PA03	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON
61585	PA03	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	undervote
61586	PA04	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
61587	PA02	BRIAN V. HULET	DOUG WELTON	undervote	undervote	undervote
61588	PA07	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON
61589	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61590	PA07	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM
61591	PA08	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61592	PA08	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61593	PA05	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER
61594	PA02	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61595	PA02	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61596	PA02	BRIAN V. HULET	LINDA CARTER	undervote	undervote	undervote
61597	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61598	PA02	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote
61599	PA01	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET
61600	PA01	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	undervote	undervote
61601	PA02	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
61602	PA05	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61603	PA01	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
61604	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61605	PA07	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
61606	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61607	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
61608	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
61609	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER
61610	PA04	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
61611	PA01	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61612	PA01	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON
61613	PA01	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON
61614	PA06	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
61615	PA04	DOUG WELTON	undervote	undervote	undervote	undervote
61616	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61617	PA04	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
61618	PA07	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	DOUG WELTON
61619	PA04	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
61620	PA02	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
61621	PA04	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
61622	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
61623	PA03	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET
61624	PA07	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
61625	PA02	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61626	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
61627	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
61628	PA03	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
61629	PA01	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
61630	PA04	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
61631	PA08	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
61632	PA03	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER	undervote	undervote
61633	PA01	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61634	PA02	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
61635	PA02	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
61636	PA01	SCOTT PINKHAM	undervote	undervote	undervote	undervote
61637	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
61638	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
61639	PA04	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER
61640	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
61641	PA04	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	DOUG WELTON
68702	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
69926	PA06	SCOTT PINKHAM	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET
69927	PA03	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
69929	PA08	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET
69930	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
69931	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69932	PA02	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER
69933	PA03	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
69934	PA06	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL	CARY KENNETH STOCKWELL	DOUG WELTON
69935	PA02	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	undervote	undervote
69936	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
69937	PA02	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL
69938	PA08	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
69939	PA08	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
69940	PA02	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69941	PA02	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
69942	PA08	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
69943	PA08	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	undervote	SCOTT PINKHAM
69944	PA04	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
69945	PA03	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
69946	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69947	PA08	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
69948	PA03	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER
69949	PA02	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
69950	PA08	overvote	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
69951	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69952	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
69953	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69954	PA08	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
69955	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
69956	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
69957	PA02	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER
69958	PA08	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69959	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
69960	PA03	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
69961	PA08	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON
69962	PA02	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
69963	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69964	PA07	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
69965	PA02	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
69966	PA02	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL
69967	PA01	DOUG WELTON	undervote	undervote	undervote	undervote
69968	PA05	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
69969	PA01	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
69970	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
69971	PA03	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
69972	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
69973	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
69974	PA02	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
69975	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78591	PA08	SCOTT PINKHAM	DOUG WELTON	undervote	undervote	undervote
78592	PA04	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
78593	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
78594	PA07	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET
78595	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER	BRIAN V. HULET
78596	PA01	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER
78597	PA02	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
78598	PA02	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
78599	PA04	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78600	PA04	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78601	PA07	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON
78602	PA01	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
78603	PA01	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78604	PA02	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
78605	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
78606	PA01	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
78607	PA01	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
78608	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
78609	PA06	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
78610	PA01	DOUG WELTON	undervote	undervote	undervote	undervote
78611	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78612	PA08	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER
78613	PA03	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
78614	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78615	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
78616	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
78617	PA07	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM
78618	PA03	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78619	PA01	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM
78620	PA07	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
78621	PA08	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78622	PA03	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
78623	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78624	PA06	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78625	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
78626	PA04	DOUG WELTON	undervote	undervote	undervote	undervote
78627	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
78628	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
78629	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	LINDA CARTER	undervote
78630	PA05	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
78631	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
78632	PA01	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78633	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
78634	PA02	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER
78635	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78636	PA07	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
78637	PA05	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
78638	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
78639	PA03	LINDA CARTER	undervote	undervote	undervote	undervote
78640	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78641	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78642	PA07	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78643	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
78644	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
78645	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
78646	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
78647	PA01	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
78648	PA05	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
78649	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
78650	PA03	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
78651	PA03	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
78652	PA07	BRIAN V. HULET	undervote	undervote	undervote	undervote
78653	PA03	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
78654	PA02	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
78655	PA08	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78656	PA01	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER
78657	PA02	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM
78658	PA07	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
78659	PA07	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
78660	PA02	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER	BRIAN V. HULET
78661	PA08	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
78662	PA08	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	undervote	undervote
78663	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
